split,image,psnr,ssim,lpips,runtime_s
eval15,1.png,18.49482053538229,0.8424830851801869,0.14977271854877472,2.900066375732422
eval15,111.png,13.767867373189013,0.7596161840943152,0.27044034004211426,2.5945956707000732
eval15,146.png,21.811499603869983,0.8408039944486804,0.14414983987808228,2.620100259780884
eval15,179.png,16.42630839050803,0.6887868153298915,0.262550950050354,2.651792287826538
eval15,22.png,19.28725585214489,0.8346920463697419,0.2099541425704956,2.670410633087158
eval15,23.png,14.648967368906485,0.7343577235186983,0.3699972927570343,2.6719307899475098
eval15,493.png,16.434181025375647,0.5444595903838726,0.258775532245636,2.7094526290893555
eval15,547.png,16.544071209634605,0.7370637795792568,0.2957741618156433,2.7474617958068848
eval15,55.png,14.382604489528008,0.7515627082835201,0.30336233973503113,2.7985341548919678
eval15,665.png,22.928625863615274,0.7491834014391917,0.3180014491081238,2.7880821228027344
eval15,669.png,22.234676606818134,0.8072320089990935,0.2813175916671753,2.825866222381592
eval15,748.png,22.95060774361903,0.8117281973844505,0.21071931719779968,2.901353120803833
eval15,778.png,20.50525375292996,0.7004534527935244,0.26029402017593384,2.905290126800537
eval15,780.png,22.735835217652717,0.7094392151311443,0.26808953285217285,2.9374325275421143
eval15,79.png,13.867145553545148,0.7934880045483568,0.19644217193126678,3.028485059738159
lolv2_real,low00690.png,27.240526488905136,0.8070341006057786,0.14361807703971863,3.0646214485168457
lolv2_real,low00691.png,26.0683130073213,0.7625031855009512,0.1491296887397766,3.1246836185455322
lolv2_real,low00692.png,25.58223828209413,0.8513187429843576,0.12301882356405258,3.184058904647827
lolv2_real,low00693.png,25.65913850851141,0.8556274722040204,0.12191633135080338,3.2038543224334717
lolv2_real,low00694.png,24.90691494609761,0.8311092407525997,0.16143622994422913,3.2057769298553467
lolv2_real,low00695.png,24.976899162859194,0.831141581186969,0.16126123070716858,3.1501986980438232
lolv2_real,low00696.png,22.753648234559385,0.7553833930011828,0.23517067730426788,3.09110951423645
lolv2_real,low00697.png,22.381051801107223,0.7406035032488102,0.24551168084144592,3.0381174087524414
lolv2_real,low00698.png,22.886243155252977,0.7306284121718646,0.39900121092796326,2.9883670806884766
lolv2_real,low00699.png,22.538873167693062,0.7034812100837718,0.41841721534729004,2.9459829330444336
lolv2_real,low00700.png,21.247423933388795,0.7346933959029557,0.19722160696983337,2.9197468757629395
lolv2_real,low00701.png,21.386151880329937,0.745048863835191,0.19189685583114624,2.910290479660034
lolv2_real,low00702.png,18.316642034237,0.8112709932704504,0.24933448433876038,2.9080121517181396
lolv2_real,low00703.png,18.32739628187614,0.813773990895368,0.24727554619312286,2.905958890914917
lolv2_real,low00704.png,18.243458470987967,0.8079049988444531,0.2534593939781189,2.90087890625
lolv2_real,low00705.png,20.13567644336024,0.7729345936838753,0.3326200544834137,2.903095006942749
lolv2_real,low00706.png,20.077277524294267,0.7740067994379202,0.33719462156295776,2.908592462539673
lolv2_real,low00707.png,19.792848813486938,0.7635029945841483,0.3374055027961731,2.8737969398498535
lolv2_real,low00708.png,24.52325980957893,0.7843487181562366,0.24029019474983215,2.896577835083008
lolv2_real,low00709.png,23.93260970049148,0.7904255719548193,0.2295188009738922,2.9134511947631836
lolv2_real,low00710.png,25.461448916178746,0.8790479890319104,0.16954146325588226,2.917361259460449
lolv2_real,low00711.png,25.63304385309557,0.8809470138882931,0.16739028692245483,2.907370090484619
lolv2_real,low00712.png,14.027944084333338,0.8120569435118942,0.21268334984779358,2.9084978103637695
lolv2_real,low00713.png,14.067158040841205,0.8125630621705827,0.21147891879081726,2.91059947013855
lolv2_real,low00714.png,24.60895574780175,0.8725719945025103,0.07236572355031967,2.969963788986206
lolv2_real,low00715.png,24.957401612753102,0.8751609814293279,0.07412956655025482,2.982527256011963
lolv2_real,low00716.png,20.47718895340775,0.8465798562476103,0.14436568319797516,2.981917142868042
lolv2_real,low00717.png,19.43206745455125,0.7452524002044244,0.3224756419658661,3.0075523853302
lolv2_real,low00718.png,28.104195297554764,0.899190690885991,0.07654259353876114,3.0007009506225586
lolv2_real,low00719.png,28.229472489001402,0.9043060676573974,0.07235076278448105,3.009079933166504
lolv2_real,low00720.png,17.529306815928344,0.8059213040607597,0.15185672044754028,2.9908320903778076
lolv2_real,low00721.png,16.71904781241602,0.7923919688515171,0.16222651302814484,3.003289222717285
lolv2_real,low00722.png,19.13794289276266,0.8615948761298364,0.09602922201156616,2.9867849349975586
lolv2_real,low00723.png,19.07759622154488,0.8607019403966402,0.103701651096344,2.9804375171661377
lolv2_real,low00724.png,19.097528804966622,0.7611072814020744,0.1866161823272705,2.933695077896118
lolv2_real,low00725.png,19.068576101372212,0.780294618801561,0.18287751078605652,2.9488108158111572
lolv2_real,low00726.png,19.76933448520221,0.8464021393723247,0.17084354162216187,2.9279532432556152
lolv2_real,low00727.png,20.458108496761,0.8834566606341108,0.1349720060825348,2.9198975563049316
lolv2_real,low00728.png,19.455315437107686,0.8024173798947167,0.18319171667099,2.9219212532043457
lolv2_real,low00729.png,30.303989309947063,0.915497712116118,0.1094292402267456,2.9120371341705322
lolv2_real,low00730.png,29.292206920353735,0.9170228983309232,0.10532940924167633,2.914111375808716
lolv2_real,low00731.png,27.841838536569664,0.8926234833922582,0.08410708606243134,2.9113991260528564
lolv2_real,low00732.png,27.35530195141174,0.8892188022137993,0.0840340256690979,2.910001516342163
lolv2_real,low00733.png,29.50707260421154,0.8915596523397783,0.08439274877309799,2.924095630645752
lolv2_real,low00734.png,29.346774158063912,0.8912652205805865,0.08821509033441544,2.9231526851654053
lolv2_real,low00735.png,25.29960383626616,0.8376706700432534,0.09721913188695908,2.9305288791656494
lolv2_real,low00736.png,25.389320279424847,0.8467187330965008,0.09679048508405685,2.956820487976074
