split,n,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,runtime_mean,inference_steps,sampler
eval15,15,18.49041713449426,3.416864385625843,0.7541390072045495,0.07428806181561348,,2.999439080556234,20,ddim
lolv2_real,100,22.690468457844496,3.782852484370137,0.7903118336551189,0.06869083584691676,,2.9528192043304444,20,ddim
