split,image,psnr,ssim,lpips,runtime_s
eval15,1.png,18.447354699826597,0.8421015815219697,,16.275781393051147
eval15,111.png,13.744289245667911,0.7587622967781313,,16.410871267318726
eval15,146.png,21.83667268676452,0.8410711150625879,,16.293970108032227
eval15,179.png,16.417640147441173,0.6885586182647464,,16.028960943222046
eval15,22.png,19.477802557464248,0.8356777762303595,,15.86711072921753
eval15,23.png,14.618659269228662,0.7330168394826965,,15.857168197631836
eval15,493.png,16.326167225248224,0.541675434073162,,15.888688325881958
eval15,547.png,16.54445800324033,0.7371369553109486,,15.899199485778809
eval15,55.png,14.380461470177897,0.7531964544905936,,15.9420006275177
eval15,665.png,22.955599358740812,0.7493602960308658,,15.956231594085693
eval15,669.png,22.21621623351084,0.8072394843052736,,15.931142091751099
eval15,748.png,22.91218848771098,0.8108274054324834,,16.00027847290039
eval15,778.png,20.47022625023149,0.6996300761126782,,15.985126256942749
eval15,780.png,22.714302291940214,0.7092894920089555,,15.907827138900757
eval15,79.png,13.935552865405382,0.7950211399321369,,15.972269773483276
lolv2_real,low00690.png,27.25197576143628,0.8073202549391528,,16.034353494644165
lolv2_real,low00691.png,26.12727571839514,0.7629068502051694,,16.082106113433838
lolv2_real,low00692.png,25.462843031225123,0.8488445252313591,,16.112459659576416
lolv2_real,low00693.png,25.620524364849828,0.8554354082007203,,16.0486741065979
lolv2_real,low00694.png,24.897126762633995,0.8312665606935257,,16.061240434646606
lolv2_real,low00695.png,24.927922566672436,0.8312487909553316,,16.094849348068237
lolv2_real,low00696.png,22.75689323182918,0.7553747016053395,,16.110063076019287
lolv2_real,low00697.png,22.373822839447506,0.7413142905543048,,16.152265787124634
lolv2_real,low00698.png,22.88159102255046,0.7326916965239492,,16.11926293373108
lolv2_real,low00699.png,22.495224715376683,0.7028621260366054,,16.199671268463135
lolv2_real,low00700.png,21.238576697877512,0.7344281225260448,,16.1656653881073
lolv2_real,low00701.png,21.352025692466103,0.7449117063089504,,16.2044677734375
lolv2_real,low00702.png,18.310182703626403,0.8107655608866134,,16.210171222686768
lolv2_real,low00703.png,18.32623849740306,0.8135576427215572,,16.253957509994507
lolv2_real,low00704.png,18.239286401478942,0.807793687630047,,16.1996591091156
lolv2_real,low00705.png,20.295829916083715,0.7749889124894328,,16.14135503768921
