split,n,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,runtime_mean,inference_steps,sampler
eval15,15,18.46650605283995,3.4177953866556536,0.753504331002506,0.0752091720360826,,16.014441760381064,100,ddim
lolv2_real,100,22.631662006608806,3.7858554619096623,0.7898986449266145,0.06866091522653328,,16.104941537380217,100,ddim
