split,n,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,runtime_mean,inference_steps,sampler
eval15,15,18.595267030797892,3.456147931367219,0.755503547188964,0.07401002848912616,,0.5013823827107747,5,ddim
lolv2_real,100,22.804846755862354,3.7439433459867915,0.7910086854201646,0.06805663921584905,,0.494089937210083,5,ddim
