split,image,psnr,ssim,lpips,runtime_s
eval15,1.png,18.451641639662984,0.842100042764579,,0.8148338794708252
eval15,111.png,13.882541842262135,0.7626839659659819,,0.47463512420654297
eval15,146.png,21.94422138549068,0.8413785850222301,,0.47745847702026367
eval15,179.png,16.35299167510288,0.689686583650357,,0.4699432849884033
eval15,22.png,19.35579657100623,0.8351792871723855,,0.47349095344543457
eval15,23.png,14.650390735749475,0.7369773098134488,,0.47234487533569336
eval15,493.png,16.631973922419462,0.5495291913909054,,0.47362303733825684
eval15,547.png,16.82882078978914,0.7445195697717423,,0.4826533794403076
eval15,55.png,14.339248804502766,0.7502294018297334,,0.4861867427825928
eval15,665.png,22.954451655157044,0.7483321610773709,,0.4783930778503418
eval15,669.png,23.011858308694432,0.8105193819895522,,0.4747946262359619
eval15,748.png,23.086830820666417,0.8125570875883513,,0.4875071048736572
eval15,778.png,20.512035719551427,0.6995886667312609,,0.4830942153930664
eval15,780.png,22.76890077853522,0.7089262646774769,,0.48410820960998535
eval15,79.png,14.157300813378065,0.8003457083890869,,0.4876687526702881
lolv2_real,low00690.png,27.242326568616985,0.807170312139832,,0.4833385944366455
lolv2_real,low00691.png,26.055313529834052,0.7621560696023062,,0.4874880313873291
lolv2_real,low00692.png,25.666962399291847,0.8518411766436417,,0.49099206924438477
lolv2_real,low00693.png,25.753294349090122,0.8564804520048974,,0.4844076633453369
lolv2_real,low00694.png,24.87454216634353,0.8315335601593162,,0.49517226219177246
lolv2_real,low00695.png,24.985438790105334,0.830992648984412,,0.4921741485595703
lolv2_real,low00696.png,22.816668608104074,0.7553523893793148,,0.4905664920806885
lolv2_real,low00697.png,22.65558149716633,0.7454696348672369,,0.49236392974853516
lolv2_real,low00698.png,23.371403433962143,0.7287340814643316,,0.4983401298522949
lolv2_real,low00699.png,23.07494698808158,0.7071598028414424,,0.49722766876220703
lolv2_real,low00700.png,21.332905730333582,0.7363515132049008,,0.5023148059844971
lolv2_real,low00701.png,21.47220237506595,0.7466261708775738,,0.5049879550933838
lolv2_real,low00702.png,18.323585359728348,0.8126029699358822,,0.5018165111541748
lolv2_real,low00703.png,18.305614721569327,0.8133805393251056,,0.5001256465911865
lolv2_real,low00704.png,18.192221695905534,0.8083066227157235,,0.5079200267791748
lolv2_real,low00705.png,20.201125365200163,0.772300759701019,,0.5043206214904785
lolv2_real,low00706.png,20.072541614388303,0.7703562288252445,,0.5053651332855225
lolv2_real,low00707.png,19.87432529833859,0.7654578416492642,,0.5021960735321045
lolv2_real,low00708.png,24.3188968649156,0.784149641687624,,0.49517822265625
lolv2_real,low00709.png,24.330481517303152,0.7913280366106843,,0.4975461959838867
lolv2_real,low00710.png,25.63001191136305,0.879904851290866,,0.4995729923248291
lolv2_real,low00711.png,26.15829905678214,0.8831714425558589,,0.4993124008178711
lolv2_real,low00712.png,14.069964145313694,0.8124407188235122,,0.5065913200378418
lolv2_real,low00713.png,14.07539966621868,0.8123968320063929,,0.49956798553466797
lolv2_real,low00714.png,24.550690111248915,0.8728119353640778,,0.49970412254333496
lolv2_real,low00715.png,24.9860288091031,0.8756811541519633,,0.5030727386474609
lolv2_real,low00716.png,20.615251706718016,0.8478737877656087,,0.5031623840332031
lolv2_real,low00717.png,19.87664483871726,0.7430414297478082,,0.5007498264312744
lolv2_real,low00718.png,28.111347432942814,0.8993299454636152,,0.5045974254608154
lolv2_real,low00719.png,28.234417422862357,0.9043477723509393,,0.501645565032959
lolv2_real,low00720.png,18.064827784531644,0.8119359240231315,,0.502133846282959
lolv2_real,low00721.png,18.127732610163253,0.8151265160965568,,0.5037076473236084
lolv2_real,low00722.png,19.13250490154734,0.862147570203922,,0.5056746006011963
lolv2_real,low00723.png,19.11410530600164,0.8603336506404816,,0.5057713985443115
lolv2_real,low00724.png,19.03693999904432,0.7616035356591003,,0.4987666606903076
lolv2_real,low00725.png,18.9856178896906,0.7810992413477327,,0.4937319755554199
lolv2_real,low00726.png,19.807631246680238,0.8446925108157863,,0.4990084171295166
lolv2_real,low00727.png,21.35316535689691,0.8708766950030821,,0.4988546371459961
lolv2_real,low00728.png,20.44587718783533,0.8062257398905603,,0.4927845001220703
lolv2_real,low00729.png,30.41180447746416,0.9155429471600945,,0.49200010299682617
lolv2_real,low00730.png,29.411387137086802,0.9171131862997538,,0.4977762699127197
lolv2_real,low00731.png,27.942574972350698,0.8939965367423571,,0.49854516983032227
lolv2_real,low00732.png,27.279791313789055,0.8890726706214466,,0.494976282119751
lolv2_real,low00733.png,29.625210817647186,0.8924094523907176,,0.4979429244995117
lolv2_real,low00734.png,29.519608286515734,0.8926770139380773,,0.4936404228210449
lolv2_real,low00735.png,25.351908490834056,0.8386975033651586,,0.48941683769226074
lolv2_real,low00736.png,25.49987072097355,0.8474710211038771,,0.48620033264160156
lolv2_real,low00737.png,29.601433379938996,0.8613522803205914,,0.49484777450561523
lolv2_real,low00738.png,29.67535391304431,0.8674631816241344,,0.49440836906433105
lolv2_real,low00739.png,25.153060784884346,0.8078651092477602,,0.4867579936981201
lolv2_real,low00740.png,25.29020555679391,0.8066180485094492,,0.49357008934020996
lolv2_real,low00741.png,30.140680115571456,0.8225792279897545,,0.48909521102905273
lolv2_real,low00742.png,25.8833606521643,0.6953045803484715,,0.48798632621765137
lolv2_real,low00743.png,26.50188801062116,0.8473944067005071,,0.4960637092590332
lolv2_real,low00744.png,24.372948999539798,0.8024799101869484,,0.4899563789367676
lolv2_real,low00745.png,24.782772426345808,0.8074161166876417,,0.4882674217224121
lolv2_real,low00746.png,24.558091822387986,0.7912723522885087,,0.4817218780517578
lolv2_real,low00747.png,23.69144293212445,0.8197739995523651,,0.4899427890777588
lolv2_real,low00748.png,23.975977440548334,0.8349966686086879,,0.49557065963745117
lolv2_real,low00749.png,24.75968454947288,0.7835078042165352,,0.4874894618988037
lolv2_real,low00750.png,24.215391333860534,0.770251259692634,,0.49368929862976074
lolv2_real,low00751.png,20.76664482893279,0.7435014580562219,,0.4922943115234375
lolv2_real,low00752.png,22.553820242361557,0.7129938260166524,,0.48766231536865234
lolv2_real,low00753.png,13.663572546808071,0.6811037198584371,,0.49075913429260254
lolv2_real,low00754.png,13.58774153781215,0.6823450145638924,,0.4913461208343506
lolv2_real,low00755.png,15.210578770035678,0.6665468952889481,,0.48444628715515137
lolv2_real,low00756.png,14.586110670597353,0.6591337672972112,,0.4937167167663574
lolv2_real,low00757.png,23.17209228704857,0.7178612303125745,,0.4947025775909424
lolv2_real,low00758.png,23.09685702007249,0.6845631727319775,,0.49198079109191895
lolv2_real,low00759.png,23.08303827086221,0.7780535690766873,,0.4871799945831299
lolv2_real,low00760.png,18.060811686009913,0.774667003637563,,0.49243736267089844
lolv2_real,low00761.png,22.102416256680645,0.7641071593419633,,0.4931182861328125
lolv2_real,low00762.png,22.515220120758954,0.7648526071343111,,0.48534178733825684
lolv2_real,low00763.png,21.06997441957876,0.7421864256988572,,0.4916198253631592
lolv2_real,low00764.png,21.18803368348772,0.7431624223950659,,0.4943375587463379
lolv2_real,low00765.png,22.761362604556098,0.8134248597746493,,0.4958946704864502
lolv2_real,low00766.png,22.936571883429888,0.8243829036315754,,0.4869959354400635
lolv2_real,low00767.png,18.37161493424811,0.5668977665859827,,0.49735260009765625
lolv2_real,low00768.png,18.720084859022048,0.680748070317831,,0.48473167419433594
lolv2_real,low00769.png,26.445346660002937,0.8051475706627734,,0.493030309677124
lolv2_real,low00770.png,26.31878160038378,0.8008525106426837,,0.4911229610443115
lolv2_real,low00771.png,21.613859666266208,0.6217686026320889,,0.49038195610046387
lolv2_real,low00772.png,22.696205183630585,0.7109541676979833,,0.4943521022796631
lolv2_real,low00773.png,23.956034039403672,0.7798376958132285,,0.490048885345459
lolv2_real,low00774.png,24.308305530864118,0.7603188289733059,,0.4937779903411865
lolv2_real,low00775.png,24.114237996912692,0.8215721891008778,,0.4957871437072754
lolv2_real,low00776.png,23.47965390424371,0.8156210688829225,,0.5007796287536621
lolv2_real,low00777.png,23.636568626472048,0.7468843571868198,,0.482877254486084
lolv2_real,low00778.png,22.939952480308765,0.7547922572609168,,0.4859490394592285
lolv2_real,low00779.png,25.053337904378445,0.7742798211575259,,0.4894590377807617
lolv2_real,low00780.png,25.22934498994288,0.7778274728087364,,0.483839750289917
lolv2_real,low00781.png,22.102399247214905,0.8321611418081214,,0.4937431812286377
lolv2_real,low00782.png,22.470633370131722,0.8557199200248427,,0.48643040657043457
lolv2_real,low00783.png,22.393246358285744,0.8534592895898335,,0.4916567802429199
lolv2_real,low00784.png,20.342849235608853,0.7688965124092361,,0.4873697757720947
