split,n,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,runtime_mean,inference_steps,sampler
eval15,15,18.486637876062403,3.4148957496299897,0.7529167443709739,0.07381232272049011,,7.925942325592041,50,ddim
lolv2_real,100,22.707974229627368,3.730518912711603,0.7899043200521194,0.06828762777694056,,7.879885601997375,50,ddim
